% 1. Title: Facial Emotions Database
% 
% 2. Relevant Information:
%        The data set contains 6 classes of about 350 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of emotion.
%  
% 
% 3. Number of Instances: 2204 (about 350 in each of three classes)
% 
% 4. Number of Attributes: 11 numeric, predictive attributes and the class
% 

@RELATION face

@ATTRIBUTE ecc1	REAL
@ATTRIBUTE ecc2 REAL
@ATTRIBUTE ecc3 REAL
@ATTRIBUTE ecc4	REAL
@ATTRIBUTE ecc5	REAL
@ATTRIBUTE ecc6 REAL
@ATTRIBUTE ecc7 REAL
@ATTRIBUTE ecc8	REAL
@ATTRIBUTE lf1	REAL
@ATTRIBUTE lf2	REAL
@ATTRIBUTE lf3	REAL
@ATTRIBUTE class 	{e01,e02,e03,e04,e05,e06}

@DATA
0.9551281346342153,0.9454889086678974,0.9107435637605105,0.9949151097697199,0.9382679099363168,0.9856887425089543,0.8890280690538434,0.9671045990899293,1.0,0.9999999999999999,1.0,e01
0.9592033038083217,0.9384376263310059,0.9109473269677022,0.9935246176017495,0.9414375804296968,0.9802078903263225,0.874253734070341,0.967636697157916,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9591893055433961,0.9503856798532797,0.9094039402805194,0.9906632742811307,0.9286053809103595,0.9814580169889344,0.8729463945620123,0.968128596960361,1.0,1.0,1.0,e01
0.959533639673475,0.9473504546176212,0.9137253402307802,0.9899887658477782,0.9362856871681928,0.9783719496504452,0.8659881897573979,0.9712067527644348,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9564935757309615,0.9488023380164972,0.9170928194607718,0.9911281739037318,0.939192735266502,0.9800354757136344,0.8658794698915333,0.9712662575065256,0.9999999999999999,0.9999999999999999,0.9999999999999999,e01
0.9576549187941105,0.9551267069716859,0.909000846343594,0.9870482704612106,0.9235628456712892,0.9797747262420884,0.8663091850987263,0.971352669750417,1.0000000000000002,1.0,1.0000000000000002,e01
0.9611084791606662,0.9539091805384085,0.9069998312531825,0.9839925942524077,0.9133906180995439,0.9799761426099526,0.8561654668621717,0.9754914942992851,1.0,1.0,1.0,e01
0.9601354017010648,0.9508529370048492,0.9092569013757807,0.9838833484792123,0.9197023644209705,0.9782185226672375,0.8608964480337364,0.97589109313089,1.0,0.9999999999999999,1.0,e01
0.9447271893207504,0.934199534252089,0.9088947330011066,0.9876080571054756,0.9319874862032064,0.9770516636308855,0.8445077729991025,0.975204998917045,1.0,1.0,1.0,e01
0.9470395541017327,0.9291969607027646,0.9090732156342688,0.9867860951808163,0.9309062397178661,0.9759717761899748,0.8482390166210386,0.9753752370305298,1.0,1.0,1.0,e01
0.9420821468054281,0.9376912321204367,0.906068806013442,0.9908824747480856,0.9369296136715566,0.9771897030016594,0.8394851482839796,0.9770373184317771,1.0000000000000002,1.0000000000000002,1.0,e01
0.9444820311134835,0.9389341454356911,0.8967250603339953,0.9883323709546258,0.9259720389863898,0.9748755160794317,0.821379944469135,0.9788620140538553,1.0,1.0,1.0,e01
0.9484180417485092,0.9334017871170933,0.8961726480586294,0.9857370687733902,0.9237727700633994,0.9710297517260686,0.8279059566949801,0.9790725391934744,1.0,1.0,1.0,e01
0.9496277593868815,0.9340066873681673,0.8984012687732775,0.9884560091339261,0.9292790422586391,0.973246140009497,0.8315442548568999,0.9789233338643363,0.9999999999999999,1.0,1.0,e01
0.9601440217317412,0.910326423482819,0.9197639030763112,0.9880375264822314,0.9055559966445466,0.993386489462109,0.9198690099593899,0.9638278163082972,1.0,1.0000000000000002,1.0000000000000002,e01
0.9611358931202386,0.910927394420077,0.9246202571345342,0.9914675120917233,0.9166813171547992,0.9946383673161912,0.9186389448028625,0.9659900976069856,1.0,1.0,1.0,e01
0.9604588054626138,0.911340470395258,0.9235524291278795,0.9915317559692485,0.9163330529565119,0.9944875323337155,0.9169881347497081,0.9661995102487607,0.9999999999999999,1.0,0.9999999999999999,e01
0.9629506094201272,0.9118208486740712,0.9237733454217789,0.9905898501679073,0.9126256275744257,0.9945588473934653,0.9186353365786558,0.9656185070225947,0.9999999999999999,0.9999999999999999,1.0,e01
0.9624277343067337,0.9126813759250192,0.9270166863489467,0.992256813464709,0.919726032123138,0.9949202114465576,0.9161778280858399,0.9664538151278222,0.9999999999999999,1.0,1.0,e01
0.9636096643897525,0.913238847756755,0.9258777811202819,0.9913172737352418,0.9143590367235046,0.995236536230047,0.9175794351954728,0.9672711041483015,1.0,1.0,1.0,e01
0.9630969136080495,0.9186554063787001,0.9257153881594535,0.9904995571794742,0.904097068483363,0.9965937248328349,0.9193348562740881,0.966074718449345,1.0,0.9999999999999999,1.0,e01
0.9633349326237318,0.9185799260113361,0.9275925483754965,0.9907045520247157,0.9042975255889738,0.9972669598997366,0.9197967566896426,0.9684738053315366,1.0,1.0,1.0,e01
0.9631436879249566,0.9189289801154478,0.9306450855368507,0.9913554440570319,0.9086090457481681,0.9976178582252677,0.9206620613691477,0.970035696127056,0.9999999999999999,1.0,1.0,e01
0.9648747054442988,0.9219303592459419,0.9298221307393267,0.9908357105840223,0.9063586506413622,0.9976690365998507,0.9195593372240568,0.9696210123172416,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9684931821203184,0.9254555159820897,0.9350202807525541,0.9915064486254125,0.9091787900727555,0.9983652522334512,0.9221999329478321,0.9710600140946509,1.0,1.0,1.0,e01
0.9691127853045336,0.922993485166323,0.9355703740370195,0.9909935408196163,0.9081469015198594,0.9983886665392776,0.9268420644319374,0.9704148629097094,1.0,1.0,1.0,e01
0.9726096857146592,0.9204177948118364,0.9405379003823869,0.9927157970173648,0.9139191139672734,0.9990402334570588,0.929295768890066,0.9702776953029524,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9714260093026821,0.9175076442287502,0.9426328429018234,0.9932911377468402,0.9165524594594717,0.9992648344945307,0.9298242130628367,0.9706211778001167,1.0,1.0,1.0,e01
0.9611979542265106,0.9076883710192699,0.9165032079389855,0.9800644448102233,0.9029642462970164,0.9856633291443404,0.9088015901055955,0.9670512929120176,1.0,1.0,0.9999999999999999,e01
0.9627698193087167,0.9167311306632725,0.9137608088744247,0.9765583079593873,0.8876563766720507,0.9861354505456654,0.9067690960105047,0.9716313622796423,1.0000000000000002,1.0,1.0000000000000002,e01
0.9641122757650582,0.8954485637269463,0.9139094661730447,0.9762924822431851,0.8856056976423201,0.9865185649170235,0.9057870446273755,0.9718052545073647,0.9999999999999999,1.0,1.0,e01
0.9632831343203634,0.8956767957276526,0.9170010561045419,0.9774740319111772,0.8883820797600829,0.987597353036211,0.9086025953313535,0.9723741517105423,0.9999999999999999,1.0,1.0,e01
0.9616971067121428,0.8871587861467991,0.9297640189578491,0.986776767741966,0.9130010058713696,0.9919381669519115,0.9107063077498425,0.9741625428129931,1.0,1.0,1.0,e01
0.9625756109497785,0.8944944858108866,0.9267881705614175,0.9857210085010438,0.9059073935047757,0.9921634689606225,0.9122895798859597,0.9743256958332458,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9659589359931308,0.8916845558776264,0.9312000761239011,0.9874852341710887,0.9101496211826942,0.9936466453384447,0.9142134756361233,0.9752544815388725,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.9689199754968819,0.8881691107572932,0.9322143205005597,0.9866580311073694,0.9080619131127182,0.9938519676107963,0.9166585409882257,0.9753765843496024,0.9999999999999999,1.0,1.0,e01
0.9700349807523645,0.8859919651495737,0.937248385619401,0.9888591572923333,0.9150389055600434,0.9950834564828729,0.9192867845723537,0.9758012033549133,0.9999999999999999,1.0,1.0,e01
0.9741324320201556,0.872387570723958,0.9442607334495401,0.9901558975119857,0.9192009649137722,0.9966494237764928,0.9236754891646266,0.9750481579263031,1.0000000000000002,1.0000000000000002,1.0000000000000002,e01
0.976385267889997,0.8729504415126681,0.9473869978756638,0.991515532862172,0.9237428428482799,0.9973171916720924,0.9257500546433857,0.9758242659117601,1.0,1.0000000000000002,1.0,e01
